,Code,Title,Credits,ResidentPrerequisites,OnlinePrerequisites,RegistrationRestrictions,Offered,Notes
153,AVIA 423,Certified Flight Instructor - Instrument (CFII),3,([AVIA 410] and [AVIA 420]{concurrent} and VA Medical Certification with a score of 10),([AVIA 401] and [AVIA 420] and VA Medical Certification with a score of 10),"Residential: Earned Certified Flight Instructor Certificate. Current FAA 2nd class medical required for students utilizing Department of Veterans Affairs funding. Online: Private Pilot Certificate, Earned Instrument Rating, Commercial Pilot Certificate, and Certified Flight Instructor Certificate. Current FAA 2nd class medical required for students utilizing Department of Veterans Affairs funding.",Residential and Online,"This course requires in-person flight training for all programs, including the B.S. in Aeronautics, B.S. in Aviation, B.S. in Aviation Technology, and B.S. in Unmanned Aircraft Operations.  For course fees, please click: https://www.liberty.edu/aeronautics/flight-course-lab-fees/. For VA approved flight hours by location, click: https://www.liberty.edu/vaflighthours"
154,AVIA 424,Airline Transport Pilot,3,([AVIA 315] and [AVIA 325] and [AVIA 326] and [AVIA 327]),,,Residential,
155,AVIA 430,Multi-Engine Ground,3,([AVIA 315]),([AVIA 327] and [AVIA 440]{concurrent}),Earned Commercial Pilot Certificate,Residential and Online,
156,AVIA 435,Advanced Jet Systems,3,([AVIA 350]{concurrent} and [AVIA 430]),((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and [AVIA 327]),"Earned Private Pilot Certificate, Earned Instrument Rating, and Earned Commercial Pilot Certificate. Residential course sequence recommendation. TakeAVIA 455beforeAVIA 435.",Residential and Online,
157,AVIA 436,Advanced Jet Training,3,(([AVMT 320] or [AVIA 455]) and ([AVMT 320] or [AVIA 430]) and [AVIA 315] and [AVIA 320]),,Senior Status,Residential,
158,AVIA 440,Multi-Engine Flight,1,(([AVIA 324] or [AVIA 327]) and [AVIA 430]{concurrent} and VA Medical Certification with a score of 10 ),([AVIA 327] and [AVIA 430]{concurrent} and VA Medical Certification with a score of 10),"Residential: Earned Commercial Pilot Certificate. Current FAA 2nd class medical required for students utilizing Department of Veterans Affairs funding. Online: Private Pilot Certificate, Earned Instrument Rating, and Commercial Pilot Certificate. Required co-requisite ofAVIA 430. Current FAA 2nd class medical required for students utilizing Department of Veterans Affairs funding.",Residential and Online,"This course requires in-person flight training for all programs, including the B.S. in Aeronautics, B.S. in Aviation, B.S. in Aviation Technology, and B.S. in Unmanned Aircraft Operations.  For course fees, please click: https://www.liberty.edu/aeronautics/flight-course-lab-fees/. For VA approved flight hours by location, click: https://www.liberty.edu/vaflighthours"
159,AVIA 442,Advanced Aircraft Flight Operations,1,([AVIA 225]),,,Residential,
160,AVIA 443,Multi-Engine Instructor,3,([AVIA 410] and [AVIA 420] and [AVIA 440] and VA Medical Certification with a score of 10),([AVIA 401] and [AVIA 420] and [AVIA 430] and [AVIA 440] and VA Medical Certification with a score of 10),"Residential: Airplane Multi-Engine Land Rating. Current FAA 2nd class medical required for students utilizing Department of Veterans Affairs funding. Online: Private Pilot Certificate, Earned Instrument Rating, Commercial Pilot Certificate, Certified Flight Instructor Certificate, and Multi-Engine Rating. Current FAA 2nd class medical required for students utilizing Department of Veterans Affairs funding.",Residential and Online,"This course requires in-person flight training for all programs, including the B.S. in Aeronautics, B.S. in Aviation, B.S. in Aviation Technology, and B.S. in Unmanned Aircraft Operations.  For course fees, please click: https://www.liberty.edu/aeronautics/flight-course-lab-fees/. For VA approved flight hours by location, click: https://www.liberty.edu/vaflighthours"
161,AVIA 444,Principles of Transportation,3,,((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and ([AVIA 201] or [AVIA 215] or [AVIA 216])),,Online,
162,AVIA 446,Medium UAS Ground and Flight II,3,([AVIA 225] or [AVIA 236] or [AVIA 301] or [AVMT 350]),,,Residential,
163,AVIA 447,Medium UAS Ground and Flight III,3,([AVIA 446] and [AVIA 335]),,,Residential,
164,AVIA 448,Aviation Law,3,,((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and ([AVIA 201] or [AVIA 215] or [AVIA 216])),,Online,
165,AVIA 450,Confined Area Operation,2,([AVIA 225]),,,Residential,
166,AVIA 455,Turbine Engines and Jet Transports,3,,((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and [AVIA 327]),,Residential and Online,
167,AVIA 460,Professional Pilot Career Strategies,3,,,Junior Status or higher,Residential,
168,AVIA 461,Aviation Career Strategies,3,,,,Residential,
169,AVIA 465,Human Factors & Crew Resource Management,3,,,,,
170,AVIA 470,UAS Program Development,3,([AVIA 235] and [AVIA 236] and [AVIA 301]),,,Residential,
171,AVIA 472,Aviation Organizational Ethics,3,([AVIA 245]),(((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])) and [AVIA 245]),,Residential and Online,
172,AVIA 475,Aviation Physiology,3,,([AVIA 400] and (SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 100] or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 110] or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),,Online,
173,AVIA 490,Aviation Capstone,3,,((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),Senior Status and the last course taken in an Aviation Degree,Online,
174,AVIA 491,Aeronautics Capstone: Advanced Research Concepts,3,(([ENGL 100] or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222] or SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217])),,Senior Status and the last course taken in a degree.,Residential and Online,
175,AVIA 492,Aviation Research Implementation,3,([AVIA 491]),,,Residential,
176,AVIA 495,Directed Research,1-3,,,,Residential,
177,AVIA 496,Advanced Directed Research,1,([AVIA 495]),,,Residential,
178,AVIA 499,Aeronautics Internship,1-6,,,Junior or Senior Status,Residential and Online,
179,AVMX 339,UAS Airframe,2,(AVMT 100 and [AVMT 102] and [AVMT 104] and [AVMT 106] and [AVMT 200] and [AVMT 202] and [AVMT 204] and [AVMT 206] and [AVMT 208] and AVMT 210 and [AVMT 214] and AVMT 216 and AVMT 218 and [AVMT 312] and [AVMT 320]) or ([AVMT 101] and [AVMT 102] and [AVMT 103] and [AVMT 104] and [AVMT 105] and [AVMT 106] and [AVMT 201] and [AVMT 202] and [AVMT 203] and [AVMT 204] and [AVMT 205] and [AVMT 206] and [AVMT 207] and [AVMT 208] and [AVMT 209] and [AVMT 213] and [AVMT 214] and [AVMT 215] and [AVMT 217] and [AVMT 219] and [AVMT 221] and [AVMT 312] and [AVMT 320]),,,Residential,
180,AVMX 349,UAS Powerplant,2,(AVMT 100 and [AVMT 102] and [AVMT 104] and [AVMT 106] and [AVMT 200] and [AVMT 202] and [AVMT 204] and [AVMT 206] and [AVMT 208] and AVMT 210 and [AVMT 214] and AVMT 216 and AVMT 218 and [AVMT 312] and [AVMT 320]) or ([AVMT 101] and [AVMT 102] and [AVMT 103] and [AVMT 104] and [AVMT 105] and [AVMT 106] and [AVMT 201] and [AVMT 202] and [AVMT 203] and [AVMT 204] and [AVMT 205] and [AVMT 206] and [AVMT 207] and [AVMT 208] and [AVMT 209] and [AVMT 213] and [AVMT 214] and [AVMT 215] and [AVMT 217] and [AVMT 219] and [AVMT 221] and [AVMT 312] and [AVMT 320]),,,Residential,
181,AVMX 359,UAS Ground Systems,2,(AVMT 100 and [AVMT 102] and [AVMT 104] and [AVMT 106] and [AVMT 200] and [AVMT 202] and [AVMT 204] and [AVMT 206] and [AVMT 208] and AVMT 210 and [AVMT 214] and AVMT 216 and AVMT 218 and [AVMT 312] and [AVMT 320]) or ([AVMT 101] and [AVMT 102] and [AVMT 104] and [AVMT 105] and [AVMT 106] and [AVMT 201] and [AVMT 202] and [AVMT 203] and [AVMT 204] and [AVMT 205] and [AVMT 206] and [AVMT 207] and [AVMT 208] and [AVMT 209] and [AVMT 213] and [AVMT 214] and [AVMT 215] and [AVMT 217] and [AVMT 219] and [AVMT 221] and [AVMT 312] and [AVMT 320]),,,Residential,
182,AVMX 418,Principles of Troubleshooting,3,,((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and [AVMT 312]),,Online,
183,AVMX 428,Advanced Electronics,3,,((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and [AVMT 202]),,Online,
184,AVMX 445,Medium UAS Maintenance I,3,([AVIA 225] or [AVIA 236] or [AVIA 301] or [AVMT 350]),,,Residential,
185,AVMX 446,Medium UAS Maintenance II,3,([AVMX 445]{concurrent}),,,Residential,
186,AVMX 447,Medium UAS Maintenance III,3,([AVMX 445] and [AVMX 446]),,,Residential,
187,AVMX 451,Aviation Maintenance Operations,3,(AVMT 100 or [AVMT 101] and [AVMT 103] and [AVMT 105]) and [AVMT 102] and [AVMT 104] and [AVMT 106] and ([AVMT 200] or [AVMT 201] and [AVMT 203] and [AVMT 205]) and [AVMT 202] or [AVMT 204] and [AVMT 206] and [AVMT 208] and (AVMT 210 or [AVMT 207] and [AVMT 209]),((SAT Test Writing/Language with a score of 28 or ACT English with a score of 19 or Placement Score-English with a score of 70 or [ENGL 101] or [ENGL 102] or [ENGL 201] or [ENGL 202] or [ENGL 215] or [ENGL 216] or [ENGL 221] or [ENGL 222]) and (Placement Score-Math with a score of 75 or [MATH 114] or [MATH 115] or [MATH 116] or [MATH 117] or [MATH 121] or [MATH 122] or [MATH 125] or [MATH 126] or [MATH 128] or [MATH 130] or [MATH 131] or [MATH 201] or [MATH 217]) and [AVMT 104]),,Residential and Online,
188,AVMT 101,Maintenance Mathematics,1,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
189,AVMT 102,Aircraft Sciences,3,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
190,AVMT 103,Maintenance Physics,1,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
191,AVMT 104,Maintenance Practices I,3,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
192,AVMT 105,Aircraft Weight and Balance,1,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
193,AVMT 106,Maintenance Practices II,3,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
194,AVMT 150,General Curriculum Final,0,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
195,AVMT 200,Airframe Auxiliary Systems,3,,,,Residential,
196,AVMT 201,Airframe Auxiliary Systems I,1,([AVMT 150] and [AVMT 204] and [AVMT 206]),,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
197,AVMT 202,Aircraft Electrical Systems,3,([AVMT 150] and [AVMT 204] and [AVMT 206]),,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
198,AVMT 203,Aircraft Auxiliary Systems II,2,([AVMT 150] and [AVMT 204] and [AVMT 206]),,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
199,AVMT 204,Airframe Structures I,3,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
200,AVMT 205,Airframe Auxiliary Systems III,1,,,"Due to FAA requirements, the student must submit an AMTS Application through the School of Aeronautics prior to enrollment.",Residential,
201,AVMT 206,Airframe Structures II,2,,,"AA Aviation Maintenance Technician, BS Aviation Maintenance, BS Aviation Maintenance Management, BS Aviation Technology: Flight  Maintenance, Certificate in Aviation Maintenance Technician",Residential,
